STCODE,FORMAT,REPBLK,SUBPLOT,YEAR,MONTH,DAY,TRANSECT,STATION,TRAPTYPE,SPECIES,CAPSTATUS,LIVEDEAD,TAGLEFT,TAGRIGHT,TOENUMBER,BODYLENGTH,TAILLENGTH,WEIGHT,SEX,REPSTATUS,DEADNUMBER,NOTENUMBER1,PROCESSED,PUBIC,PREG
WE026,1,3,15,2000,10,12,4,5,S,PEMA,R,L,,6791,,,,14.0,M,TR,,,,,
WE026,1,3,15,2000,10,12,4,3,S,PEMA,R,L,,6792,,,,15.0,M,TR,,,,,
WE026,1,3,15,2000,10,12,4,9,S,PEMA,R,D,,6800,,,,13.0,F,NL,1,,,,
WE026,1,3,16,2000,10,12,1,10,S,TATO,P,D,,,,13.50,10.10,77.0,M,TR,1,,,,
WE026,1,3,16,2000,10,12,1,9,S,TATO,R,L,,6731,,,,77.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,1,1,S,PEMA,N,L,,6744,,7.60,7.50,12.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,1,5,S,TATO,R,L,6771,,,,,81.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,1,7,S,PEMA,R,L,,6782,,,,17.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,1,2,S,PEMA,N,L,,6788,,8.10,8.40,16.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,1,9,S,TATO,R,L,6817,,,,,81.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,1,10,S,TATO,R,L,,7015,,,,76.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,1,5,S,TATO,R,L,,7067,,,,83.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,1,7,S,PEMA,N,L,,7085,,7.00,7.10,12.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,1,8,S,PEMA,N,L,,7196,,8.20,8.10,12.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,2,5,S,PEMA,R,L,,6840,,,,12.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,2,10,S,PEMA,R,L,,6896,,,,17.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,2,5,S,PEMA,N,L,,7034,,7.60,8.10,14.0,F,NL,,1,,,
WE026,1,3,16,2000,10,12,2,3,S,PEMA,R,L,,7044,,,,16.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,2,4,S,PEMA,R,L,,7052,,,,15.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,2,4,S,PEMA,N,L,,7069,,7.70,8.70,13.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,2,9,S,PEMA,R,L,,7090,,,,14.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,2,9,S,TATO,P,L,,7121,,13.90,7.20,78.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,3,1,P,SOTR,E,L,,,,,,,U,U,,,,,
WE026,1,3,16,2000,10,12,3,2,P,SCOR,N,D,,,,13.30,2.80,54.0,U,U,1,,,,
WE026,1,3,16,2000,10,12,3,5,S,PEMA,R,L,,6822,,,,20.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,3,4,S,TATO,R,L,,6862,,,,85.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,3,6,S,TATO,R,L,,6877,,,,76.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,3,10,S,TATO,N,L,,7152,,12.90,10.10,69.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,4,3,P,SOTR,N,D,,,,3.90,5.00,4.0,U,U,1,,,,
WE026,1,3,16,2000,10,12,4,5,S,TATO,N,L,,7104,,12.90,9.70,77.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,4,1,S,TATO,N,L,,7107,,14.20,9.00,82.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,4,4,S,PEMA,N,L,,7112,,7.80,7.70,11.0,M,TR,,,,,
WE026,1,3,16,2000,10,12,4,9,S,TATO,N,L,,7156,,14.80,10.40,89.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,4,5,S,TATO,N,L,,7188,,13.00,7.80,78.0,F,NL,,,,,
WE026,1,3,16,2000,10,12,4,3,S,PEMA,N,L,,7192,,7.20,8.10,15.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,1,1,P,SOSP,N,L,,,1,5.70,5.50,7.0,U,U,,,,,
WE026,1,3,14,2000,10,13,1,1,P,SOTR,N,D,,,,,5.50,5.0,U,U,1,1,,,
WE026,1,3,14,2000,10,13,1,3,S,PEMA,R,L,,6701,,,,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,1,4,S,PEMA,R,L,,6724,,,,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,1,9,S,TATO,R,L,,6738,,,,76.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,1,6,S,PEMA,R,L,,6760,,,,14.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,1,10,S,TATO,N,L,,6786,,13.80,10.40,77.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,1,5,S,PEMA,R,L,,6790,,,,11.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,1,4,S,TATO,R,L,,6953,,,,87.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,1,7,S,PEMA,N,L,,7228,,8.40,8.30,16.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,1,10,S,PEMA,N,L,,7260,,7.30,7.40,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,1,1,S,TATO,N,L,,7265,,13.60,10.50,82.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,1,8,S,TATO,N,L,,7288,,12.60,9.50,78.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,1,1,S,PEMA,N,L,,7293,,8.10,9.00,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,2,3,S,SOSP,N,D,,,,5.20,5.30,7.0,U,U,1,,,,
WE026,1,3,14,2000,10,13,2,3,S,SOTR,N,D,,,,4.40,5.40,4.0,U,U,2,,,,
WE026,1,3,14,2000,10,13,2,7,S,PEMA,R,L,,6716,,,,19.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,2,10,S,PEMA,R,L,,6719,,,,13.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,2,1,S,TATO,R,D,,6721,,,,71.0,M,TR,1,1,,,
WE026,1,3,14,2000,10,13,2,9,S,PEMA,R,L,,6723,,,,19.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,2,6,S,PEMA,R,L,,6742,,,,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,2,8,S,TATO,R,L,,6748,,,,80.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,2,9,S,PEMA,R,L,,6751,,,,13.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,2,8,S,PEMA,R,L,,6794,,,,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,3,8,P,MIOR,N,D,,,,6.30,2.50,10.0,M,TR,1,,,,
WE026,1,3,14,2000,10,13,3,8,P,MIOR,N,D,,,,8.00,3.30,16.0,F,L,2,,,,
WE026,1,3,14,2000,10,13,3,2,S,SOTR,N,D,,,,4.80,5.10,4.0,U,U,1,,,,
WE026,1,3,14,2000,10,13,3,9,S,TATO,N,L,,7018,,13.60,10.00,68.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,3,6,S,PEMA,R,L,,7026,,,,18.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,3,2,S,PEMA,R,L,,7027,,,,12.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,3,4,S,TATO,R,L,,7028,,,,78.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,3,7,S,PEMA,R,L,,7051,,,,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,3,4,S,PEMA,R,L,,7065,,,,14.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,4,10,S,SOTR,N,D,,,,5.00,5.50,4.0,U,U,1,,,,
WE026,1,3,14,2000,10,13,4,2,S,PEMA,R,L,,7021,,,,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,13,4,3,S,PEMA,N,L,,7031,,8.40,10.00,17.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,4,1,S,TATO,R,L,,7064,,,,83.0,F,NL,,,,,
WE026,1,3,14,2000,10,13,4,1,S,TATO,N,L,,7073,,13.10,10.40,81.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,1,4,S,TATO,R,L,,6787,,,,84.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,1,6,S,TATO,R,L,,6828,,,,82.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,1,10,S,TATO,R,L,,6832,,,,75.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,1,3,S,TATO,R,L,,6835,,,,81.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,1,7,S,PEMA,R,L,,6872,,,,16.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,1,8,S,PEMA,R,L,,7070,,,,17.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,1,6,S,PEMA,R,L,,7078,,,,15.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,1,9,S,PEMA,R,L,,7091,,,,18.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,1,5,S,TATO,N,L,,7376,,15.10,11.20,76.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,1,7,S,GLSA,N,L,,7386,,14.90,12.80,101.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,2,5,S,SOTR,N,D,,,,5.00,5.50,4.0,U,U,1,,,,
WE026,1,3,15,2000,10,13,2,8,P,SOTR,N,D,,,,4.80,5.50,4.0,U,U,1,,,,
WE026,1,3,15,2000,10,13,2,10,P,SOTR,N,L,,,1,5.00,5.30,4.0,U,U,,,,,
WE026,1,3,15,2000,10,13,2,10,P,SOTR,N,D,,,,,4.90,,U,U,1,1,,,
WE026,1,3,15,2000,10,13,2,2,S,GLSA,R,L,230,,,,,132.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,2,3,S,PEMA,R,L,,7013,,,,11.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,2,4,S,PEMA,N,L,,7022,,8.30,7.60,14.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,2,10,S,PEMA,R,L,,7092,,,,27.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,2,2,S,PEMA,R,L,,7096,,,,17.0,F,NL,,2,,,
WE026,1,3,15,2000,10,13,2,1,S,TATO,R,L,,7097,,,,81.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,3,1,S,TATO,N,L,,,,,,,M,TR,,1,,,
WE026,1,3,15,2000,10,13,3,7,S,TATO,R,L,,6775,,,,85.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,3,10,S,TATO,R,L,,6784,,,,81.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,3,3,S,PEMA,R,L,,6870,,,,17.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,3,7,S,PEMA,R,L,,6875,,,,18.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,3,4,S,TATO,R,L,,6898,,,,77.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,3,10,S,TATO,N,L,,7344,,13.10,8.90,79.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,3,5,S,TATO,N,L,,7364,,14.10,10.90,86.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,4,1,P,SOTR,N,D,,,,4.50,5.20,5.0,U,U,1,,,,
WE026,1,3,15,2000,10,13,4,7,S,TATO,P,L,,,,,,78.0,M,TR,,1,,,
WE026,1,3,15,2000,10,13,4,10,S,TATO,R,D,,6702,,,,71.0,M,TR,1,,,,
WE026,1,3,15,2000,10,13,4,4,S,PEMA,R,L,,6776,,,,15.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,4,5,S,PEMA,R,L,,6777,,,,16.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,4,9,S,TATO,R,L,,6839,,,,77.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,4,9,S,TATO,R,L,,6923,,,,77.0,M,TR,,,,,
WE026,1,3,15,2000,10,13,4,1,S,TATO,N,L,,7279,,13.40,9.30,87.0,F,NL,,,,,
WE026,1,3,15,2000,10,13,4,8,S,GLSA,N,L,,7292,,13.60,10.50,65.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,1,6,S,SCOR,N,L,,,,,,45.0,U,U,,,,,
WE026,1,3,16,2000,10,13,1,1,P,SOTR,N,D,,,,4.40,5.00,5.0,U,U,1,,,,
WE026,1,3,16,2000,10,13,1,3,P,SOTR,N,D,,,,4.90,5.30,5.0,U,U,1,,,,
WE026,1,3,16,2000,10,13,1,4,P,SOTR,N,D,,,,4.80,5.50,4.0,U,U,1,,,,
WE026,1,3,16,2000,10,13,1,10,P,SOTR,N,D,,,,4.20,5.00,4.0,U,U,1,,,,
WE026,1,3,16,2000,10,13,1,7,S,TATO,R,L,,6731,,,,84.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,1,1,S,PEMA,R,L,,6744,,,,11.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,1,8,S,TATO,R,L,6771,,,,,67.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,1,7,S,PEMA,R,L,,6782,,,,17.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,1,2,S,PEMA,R,L,,6788,,,,17.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,1,10,S,TATO,R,L,,7015,,,,76.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,1,10,S,PEMA,N,L,,7040,,6.70,6.90,11.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,1,4,S,PEMA,R,L,,7044,,,,16.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,1,4,S,TATO,R,L,,7072,,,,78.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,2,1,S,TATO,R,L,6733,,,,,85.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,2,6,S,PEMA,R,L,,6804,,,,21.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,2,8,S,TATO,R,L,,6815,,,,84.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,2,10,S,TATO,R,L,,6857,,,,85.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,2,2,S,TATO,R,L,,6893,,,,91.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,2,5,S,PEMA,R,L,,7034,,,,13.0,F,NL,,1,,,
WE026,1,3,16,2000,10,13,2,3,S,PEMA,R,L,,7052,,,,14.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,2,4,S,PEMA,R,L,,7069,,,,14.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,2,8,S,PEMA,R,L,,7090,,,,13.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,3,4,S,PEMA,R,L,,6822,,,,18.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,3,10,S,TATO,R,L,,6874,,,,81.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,3,8,S,PEMA,R,L,,6885,,,,16.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,4,1,S,MIOR,N,L,,,,7.10,3.10,13.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,4,6,P,MIOR,N,D,,,,7.60,2.80,14.0,U,U,1,,,,
WE026,1,3,16,2000,10,13,4,2,P,SOSP,N,L,,,,5.30,3.50,6.0,U,U,,,,,
WE026,1,3,16,2000,10,13,4,8,P,SOTR,N,D,,,,5.00,4.80,6.0,U,U,1,,,,
WE026,1,3,16,2000,10,13,4,7,S,PEMA,R,L,,7112,,,,,M,TR,,2,,,
WE026,1,3,16,2000,10,13,4,8,S,TATO,R,L,,7188,,,,71.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,4,4,S,PEMA,R,L,,7192,,,,14.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,4,6,S,TATO,N,L,,7313,,13.90,10.20,79.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,4,2,S,TATO,N,L,,7322,,12.00,9.10,71.0,M,TR,,1,,,
WE026,1,3,16,2000,10,13,4,6,S,TATO,N,L,,7351,,14.10,10.00,77.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,4,7,S,TATO,N,L,,7353,,14.50,11.00,72.0,M,TR,,,,,
WE026,1,3,16,2000,10,13,4,3,S,PEMA,N,L,,7356,,7.90,8.20,12.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,4,8,S,PEMA,N,L,,7374,,7.80,8.20,11.0,F,NL,,,,,
WE026,1,3,16,2000,10,13,4,3,S,TATO,N,L,,7383,,14.00,10.30,81.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,1,4,S,PEMA,R,L,,6701,,,,14.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,1,3,S,PEMA,R,L,,6716,,,,18.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,1,4,S,PEMA,R,L,,6724,,,,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,1,10,S,TATO,R,L,,6738,,,,80.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,1,1,S,TATO,R,L,,6741,,,,75.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,1,10,S,PEMA,R,L,,6760,,,,13.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,1,5,S,PEMA,R,L,,6790,,,,12.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,1,9,S,PEMA,R,L,,6795,,,,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,1,9,S,TATO,R,L,,7025,,,,77.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,1,7,S,TATO,R,L,,7032,,,,71.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,1,2,S,TATO,R,D,,7265,,,,71.0,F,NL,1,3,,,
WE026,1,3,14,2000,10,14,1,8,S,PEMA,N,L,,7266,,7.60,8.00,14.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,2,6,S,PEMA,N,L,,,,7.80,8.00,14.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,2,8,S,TATO,R,L,297,,,,,72.0,M,TR,,1,,,
WE026,1,3,14,2000,10,14,2,9,S,PEMA,R,L,,6723,,,,19.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,2,7,S,PEMA,R,L,,6742,,,,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,2,2,S,TATO,R,D,,6953,,,,73.0,M,TR,1,2,,,
WE026,1,3,14,2000,10,14,2,1,S,PEMA,R,L,,7050,,,,20.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,2,4,S,PEMA,N,L,,7211,,7.80,9.00,16.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,2,3,S,PEMA,R,L,,7228,,,,17.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,2,6,S,PEMA,N,L,,7233,,7.40,8.40,14.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,2,9,S,PEMA,R,L,,7293,,,,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,3,6,S,TATO,R,L,,6591,,,,79.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,3,10,S,TATO,R,L,,7005,,,,86.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,3,4,P,MIOR,N,L,,7014,,7.40,3.20,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,3,7,S,PEMA,R,L,,7026,,,,20.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,3,2,S,PEMA,R,L,,7027,,,,11.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,3,3,S,PEMA,R,L,,7065,,,,14.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,4,8,P,ENES,N,L,,,,5.30,3.70,,U,U,,,,,
WE026,1,3,14,2000,10,14,4,3,P,SOTR,N,D,,,,4.80,5.50,4.0,U,U,1,,,,
WE026,1,1,19,2000,10,2,3,5,S,SOSP,N,L,,,1,6.60,5.60,7.0,U,U,,,,,
WE026,1,1,19,2000,10,3,1,10,S,SOSP,N,L,,,1,6.50,5.60,6.0,U,U,,,,,
WE026,1,1,19,2000,9,26,1,6,P,SOTR,N,D,,,,4.00,4.90,4.0,U,U,1,,,,
WE026,1,1,19,2000,9,26,1,9,S,SOTR,N,D,,,,4.50,5.10,3.0,U,U,1,,,,
WE026,1,1,19,2000,9,26,3,5,P,SOTR,N,D,,,,4.70,5.10,4.0,U,U,1,,,,
WE026,1,1,19,2000,9,26,3,8,P,SOTR,N,D,,,,5.00,4.90,5.0,U,U,1,,,,
WE026,1,1,19,2000,9,27,1,10,P,SOTR,N,D,,,,5.00,4.80,3.0,U,U,1,,,,
WE026,1,1,19,2000,9,27,1,10,P,SOTR,N,D,,,,4.50,4.60,4.0,U,U,2,,,,
WE026,1,1,19,2000,9,27,3,5,S,SOTR,N,D,,,,4.80,4.90,4.0,U,U,1,,,,
WE026,1,1,19,2000,9,27,3,5,P,SOTR,N,L,,,1,5.30,5.10,4.0,U,U,,,,,
WE026,1,1,19,2000,9,27,3,5,P,SOTR,N,D,,,,5.30,5.10,,U,U,2,1,,,
WE026,1,1,19,2000,9,27,3,5,P,SOTR,N,D,,,,,4.80,,U,U,3,2,,,
WE026,1,1,19,2000,9,27,4,8,S,SOTR,N,D,,,,4.40,5.00,4.0,U,U,1,,,,
WE026,1,1,19,2000,9,28,2,6,P,SOTR,N,D,,,,4.90,5.50,4.0,U,U,1,,,,
WE026,1,1,19,2000,9,28,2,6,S,SOTR,N,D,,,,4.50,5.00,4.0,U,U,2,,,,
WE026,1,1,19,2000,9,29,2,7,P,SOTR,N,L,,,1,5.70,5.70,4.0,U,U,,,,,
WE026,1,1,19,2000,9,29,4,1,P,SOTR,N,D,,,,,,,U,U,1,,,,
WE026,1,1,19,2000,9,29,4,1,P,SOTR,N,D,,,,4.30,5.00,4.0,U,U,2,1,,,
WE026,1,1,19,2000,9,30,2,6,S,SOTR,N,D,,,,5.00,5.60,5.0,U,U,1,,,,
WE026,1,1,19,2000,9,30,3,4,S,SOTR,N,L,,,1,,,5.0,U,U,,,,,
WE026,1,1,19,2000,9,30,3,6,P,SOTR,N,D,,,,4.60,5.20,4.0,U,U,1,,,,
WE026,1,1,19,2000,9,30,3,9,S,SOTR,N,D,,,,4.50,4.90,4.0,U,U,1,,,,
WE026,1,1,19,2000,10,1,1,2,P,SOTR,N,D,,,,4.80,5.30,4.0,U,U,1,,,,
WE026,1,1,19,2000,10,2,1,2,S,SOTR,N,D,,,,4.80,5.00,4.0,U,U,1,,,,
WE026,1,1,19,2000,10,2,1,6,P,SOTR,N,L,,,1,,,5.0,U,U,,,,,
WE026,1,1,19,2000,10,3,1,2,P,SOTR,N,L,,,1,4.80,4.30,6.0,U,U,,,,,
WE026,1,1,19,2000,10,3,1,2,P,SOTR,N,D,,,,,,,U,U,1,1,,,
WE026,1,1,19,2000,10,3,1,2,P,SOTR,N,D,,,,,,,U,U,2,2,,,
WE026,1,1,19,2000,10,3,1,8,P,SOTR,N,L,,,1,4.70,4.40,4.0,U,U,,,,,
WE026,1,1,19,2000,9,27,2,3,S,SOTR,NE,L,,,,,,,U,U,,,,,
WE026,1,1,19,2000,10,3,3,5,P,SOTR,R,D,,,1,5.80,5.20,5.0,U,U,1,,,,
WE026,1,1,19,2000,9,26,2,9,S,TATO,N,L,6773,,,,,82.0,M,TR,,,,,
WE026,1,1,19,2000,9,29,2,7,S,TATO,R,L,6773,,,,,87.0,M,TR,,,,,
WE026,1,1,19,2000,9,28,1,1,S,TATO,N,L,,6827,,14.00,9.00,87.0,F,NL,,,,,
WE026,1,1,19,2000,9,29,1,1,S,TATO,N,L,,6833,,14.00,8.00,70.0,M,TR,,,,,
WE026,1,1,19,2000,9,27,1,2,S,TATO,N,L,,6841,,13.40,10.20,87.0,M,TR,,,,,
WE026,1,1,19,2000,9,28,1,2,S,TATO,R,L,,6841,,,,83.0,M,TR,,,,,
WE026,1,1,19,2000,9,29,1,1,S,TATO,R,L,,6841,,,,86.0,M,TR,,,,,
WE026,1,1,19,2000,10,1,1,4,S,TATO,R,L,,6841,,,,91.0,M,TR,,,,,
WE026,1,1,19,2000,9,30,4,3,S,TATO,N,L,,6859,,13.50,9.20,85.0,F,NL,,,,,
WE026,1,1,19,2000,10,3,4,2,S,TATO,R,L,,6859,,,,88.0,F,NL,,,,,
WE026,1,1,19,2000,10,1,4,1,S,TATO,N,L,,6868,,14.80,10.10,90.0,F,NL,,,,,
WE026,1,1,19,2000,10,2,4,1,S,TATO,R,L,,6868,,,,94.0,F,NL,,,,,
WE026,1,1,19,2000,10,3,4,1,S,TATO,R,D,,6868,,,10.60,80.0,F,L,1,,,,
WE026,1,1,19,2000,9,30,1,1,S,TATO,N,L,,6873,,14.20,9.10,80.0,M,TR,,,,,
WE026,1,1,19,2000,10,1,1,3,S,TATO,R,L,,6873,,,,84.0,M,TR,,,,,
WE026,1,1,19,2000,10,3,1,1,S,TATO,R,L,,6873,,,,80.0,M,TR,,,,,
WE026,1,1,19,2000,10,3,1,3,S,TATO,N,L,,6896,,15.10,10.20,87.0,M,TR,,,,,
WE026,1,1,19,2000,10,2,4,5,S,TATO,N,L,,6899,,12.60,9.80,86.0,F,NL,,,,,
WE026,1,1,19,2000,9,27,4,1,S,TATO,N,L,,6919,,14.00,10.80,88.0,F,NL,,,,,
WE026,1,1,19,2000,9,28,4,1,S,TATO,R,L,,6919,,,,79.0,F,NL,,,,,
WE026,1,1,19,2000,9,29,4,1,S,TATO,R,L,,6919,,,,84.0,F,NL,,2,,,
WE026,1,1,19,2000,10,1,4,4,S,TATO,R,L,,6919,,,,82.0,F,NL,,,,,
WE026,1,1,19,2000,10,3,4,7,S,TATO,R,L,,6919,,,,86.0,F,NL,,,,,
WE026,1,1,19,2000,10,2,2,1,S,TATO,N,L,,6952,,11.10,6.80,61.0,F,NL,,1,,,
WE026,1,1,19,2000,10,2,1,4,S,TATO,N,L,,6953,,12.60,10.30,77.0,M,TR,,,,,
WE026,1,1,19,2000,10,2,1,2,S,TATO,N,L,,6963,,12.60,10.20,82.0,M,TR,,,,,
WE026,1,1,19,2000,10,3,1,1,S,TATO,R,L,,6963,,,,82.0,M,TR,,,,,
WE026,1,1,19,2000,9,26,4,7,S,TATO,N,L,,6973,,14.00,7.20,84.0,F,NL,,1,,,
WE026,1,1,19,2000,9,28,3,6,S,TATO,R,L,,6973,,,,86.0,F,NL,,,,,
WE026,1,1,19,2000,10,2,4,9,S,TATO,R,L,,6973,,,,80.0,F,NL,,,,,
WE026,1,1,19,2000,10,3,3,6,S,TATO,R,L,,6973,,,,86.0,F,NL,,,,,
WE026,1,1,19,2000,9,28,4,3,S,TATO,N,L,,6974,,13.90,10.20,81.0,F,NL,,,,,
WE026,1,1,19,2000,9,30,4,2,S,TATO,R,L,,6974,,,,85.0,F,NL,,,,,
WE026,1,1,19,2000,9,26,3,3,S,TATO,N,L,,6976,,14.00,11.00,85.0,F,NL,,,,,
WE026,1,1,19,2000,9,27,3,2,S,TATO,R,L,,6976,,,,91.0,F,NL,,,,,
WE026,1,1,19,2000,9,28,3,1,S,TATO,R,L,,6976,,,,83.0,F,NL,,,,,
WE026,1,1,19,2000,9,30,3,3,S,TATO,R,L,,6976,,,,86.0,F,NL,,,,,
WE026,1,1,19,2000,10,3,3,1,S,TATO,R,L,,6976,,,,83.0,F,NL,,,,,
WE026,1,1,19,2000,9,28,3,2,S,TATO,N,L,,6992,,13.60,10.50,73.0,M,TR,,,,,
WE026,1,1,19,2000,10,1,4,6,S,TATO,R,L,,6992,,,,85.0,M,TR,,,,,
WE026,1,1,19,2000,10,3,4,7,S,TATO,R,L,,6992,,,,71.0,M,TR,,,,,
